index,query_request,intent
1033,Iâ¿¿ve been on hold for 20min. Itâ¿¿s been going on for 4 months that nothing ever works. Itâ¿¿s absolutely horrible. I pay almost $200 a month for nothing to ever work,Internet
1034,"Hello, we're experiencing a lot of digital distortion and freezing on several channels, and this is also affecting DVR recordings. This started happening a few weeks ago and has not stopped.",Video
1035,Iâ¿¿ve been on hold for two hours to tech support.   Help!   Driving me insane!,Internet
1036,Internet that moves at the speed of your small business. Get 150 Mbps Internet for $45/mo. when bundled.,Video
1037,Nvm the other modem is exhibiting the same lights as the video from above.,Internet
1038,Thank you for your response . I have no choice but to disconnect my service permanently then. Thanks for your time,Billing
1039,"Internet outage at 12 trout  ponds ct, my 11719, please reply",Internet
1040,Iâ¿¿m am absolutely disgusted with your service at this point in time. My mother has been a customer for many many years for both internet and TV. She used to have an account that was in her name  with your company 8 years ago because she worked a full ti,Billing
1041,Okey and I have 1 question when Iâ¿¿m buy to optimum customer tell me  I pay 112$ but go bill 132 why ?,Billing
1042,@OptimumHelp I want to make it so that only a select few numbers get through. Is that an option?,Phone
1043,"189 Columbus Ave. West Harrison, NY 10604   ",Account Related
1044,"You call this acceptable WiFi , I called had an appointment set . You guys have me a 10-6 pm time for a Friday . At 5:30 YOU called and cancelled . You rescheduled me for Sunday 11-2 - your tech showed up at 2:15 no call beforehand . Told me nothing wrong",Internet
1045,"Called Optimum last week,I had cancelled service February 10th.  I wanted to find out where to return my equipment. The phone module would not let me go past payment. ",Internet
1046,"@OptimumHelp pls fix all the outages in Crown Heights, Brooklyn I have to watch Zac Efron play Ted Bundy on Netflix",Internet
1047,Optimum TV Connection Guide,Video
1048,Hi! I clicked into this page because I thought that it offered free install for new move-ins. Is that not the case?,Sales
1049,"Jaclyn Glick 5721 !6th Ave Apt3F, Brooklyn, NY 11204",Account Related
1050,"Yes, an appointment would be good, but ONLY if the technician actually diagnoses something outside of this location, because the problem. Is. At. The. Pole",Appointment Related
1051,"Just had a TERRIBLE customer experience with tech support, and your chat line has a message that it has technical issues. Add that to the basket. All I wanted was to know where the PBS shows were located in the ON DEMAND menu. It was not on any of the opt",Video
1052,And my neighbors cable is on,Internet
1053,Thereâ¿¿s an outage in my area,Internet
1054,"Hi! I'm just wondering if you offer service to my apartment building at all? The address is 850 East Main St, Stamford CT 06902.",Sales
1055,Good morning is it possible to have an Optimum router delivered to me? I canâ¿¿t go to the store during the week and Sundayâ¿¿s itâ¿¿s closed.,Internet
1056,no data on the guide,Video
1057,"Is there a service outage in my area? I am getting a message on my box saying ""Router Init Failed"".",Internet
1058,@OptimumHelp My mother is trying to register for a new Optimum ID for her own account from my computer. Iâ¿¿m also an Opt cus and your website wonâ¿¿t allow her to register because I already have an account. I cleared cookies etc and it still wonâ¿¿t let,Internet
1059,My address is 42 tangier drive sound beach New York 11789 my name is Jamison Berezuk but I don't know my account number and the issue I had is I went to watch a show free on demand and it ended as if the show was over but it still had around ten minutes,Video
1060,Thank you for the update.  Sure you can call 732-535-2186,Internet
1061,It is IMPOSSIBLE to get to speak to a live representative to ask why all of a sudden my bill goes up! The rep had NO KNOWLEDGE but read from his script why the bill went up! This communication company is a ZERO! ZERO communication services,Billing
1062,"""@OptimumHelp"" I had internet installed today. Can't create optimum ID though",Account related
1063,"hello, it's about to be 2 days without internet or cellphone connection",Internet
1064,Your modem equipment broke after a month,Internet
1065,Here is my acct 0780196646104,Billing
1066,516-935-5339,Account Related
1067,I hired the internet to my house and at the time of payment it failed.,Sales
1068,And I do not wish to reschedule it either anymore.,Appointment Related
1069,how much is the cloud dvr after promotion ends,Sales
1070,No error message just my service level does not allow access to this channel and to call 888 705 7171 to upgrade but these are all channels we have and itâ¿¿s only the mini box. I just checked the main box and that works fine. Mine did also until I change,Video
1071,"why do your altice ads on tv cut off part of the show

Hi Nick, and thank you for reaching out to us regarding this concern. We value each customer feedback and do value you as a loyal Optimum customer. Please be advised however, that we do not control the",Video
1072,Australian Open would not tape even though it said it was scheduled and Rent taped as a pixel mess for half hour and would not let me watch the remainder of the show.,Video
1073,I would like to troubleshoot first.,Internet
1074,"Thank you.



SIMONE PHILLIPS-SMITH, 2686 OCEAN AVENUE, APT A4. 347-722-2404



07836-129273-05",Account Related
1075,"@OptimumHelp hi, my name is Glenda. Iâ¿¿m trying to create my account with you guys but itâ¿¿s not working.",Account Related
1076,My router is yet again in a continuous reboot loop and Iâ¿¿ve lost internet,Internet
1077,Wtf? Not even my car loans or credit cards act like you guys .... we are talking about thousands of dollars and you guys act like this,Billing
1078,@optimum why does my box switch to Stretch in picture size all by itself? Iâ¿¿ve noticed it on multiple types (scientific Atlanta and Samsung) on multiple accounts.,Video
1079,We want our account credited,Billing
1080,how much is it to add phone to my current interent plan?,Sales
1081,"How come when we use the restart option for shows and movies, halfway through it, it jumps to the real time part?  What's the point in restarting when you will end up missing half the movie cause it jumps. Has happened ever since we got altice one (Octobe",Video
1082,@optimum  My Altice reboots itself every night at 2:30 but sometimes I am still watching tv when it reboots.   Can I set up a new time for the automatic reboot?,Video
1083,"Do you have a place to return a cablebox near Hackensack, NJ?",Sales
1084,i connected to it but it isnâ¿¿t providing internet,Internet
1085,"So far just one but not sure if the other two boxes 

Iâ¿¿m watching channel 4 now and it is fine",Video
1086,@OptimumHelp All i want to know is if the restrictions on my ssl vpn can be removed.,Internet
1087,Smart Router,Internet
1088,Thanks,Billing
1089,Optimum Email: Spellcheck,Internet
1090,"Can you please check your programming of channel 126, Disney Junior? Our DVR is recording what should be Mickey Mouse Clubhouse &amp; Mickey &amp; The Roadster Racers, the guide says as such, but it is half episodes of Vamparina, Finding Dory and PJ Masks",Video
